label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10
5	1018 m/(s^2)	0.6646	Chula Vista	volleyball	-0.2712	956 N	-0.1208	0.1033	1008	525 m^2	827
0	215 m/(s^2)	0.7755	Irvine	track & field	0.7134	-91 N	1.0889	0.877	576	747 m^2	864
5	731 m/(s^2)	0.4671	Chula Vista	volleyball	0.3874	1043 N	-0.076	0.4759	849	673 m^2	976
2	857 m/(s^2)	1.3854	Moreno Valley	golf	0.6153	724 N	0.8225	0.545	987	710 m^2	-118
0	473 m/(s^2)	1.431	Santa Ana	track & field	0.8517	322 N	1.0022	0.3509	324	484 m^2	1164
3	1038 m/(s^2)	1.0711	Fresno	motor sports	1.2335	1322 N	1.1127	0.8157	None	652 m^2	1034
5	753 m/(s^2)	-0.0208	Chula Vista	volleyball	0.4522	1060 N	0.2201	-0.082	607	770 m^2	1023
2	418 m/(s^2)	1.1267	Riverside	golf	0.5015	1163 N	0.7985	0.7627	1106	935 m^2	-12
2	442 m/(s^2)	0.8522	Oakland	golf	0.8501	877 N	0.7409	0.6305	762	1086 m^2	177
3	1061 m/(s^2)	1.0142	Fresno	baseball, motor sports	0.7167	795 N	0.8385	1.1892	998	880 m^2	858
4	793 m/(s^2)	1.0177	Fremont	soccer	1.0071	673 N	0.3932	0.8609	1096	539 m^2	665
6	1052 m/(s^2)	0.9699	Moreno Valley	tennis	1.0804	590 N	0.6957	0.6406	920	-231 m^2	1010
4	688 m/(s^2)	0.6592	San Francisco	soccer	0.8457	666 N	0.4982	0.5497	1041	1046 m^2	625
3	770 m/(s^2)	0.9448	Irvine	motor sports, badminton	1.1315	1187 N	1.1326	0.4418	852	199 m^2	721
3	1269 m/(s^2)	1.2102	Fresno	motor sports, baseball	0.922	1047 N	0.8169	0.6452	771	302 m^2	791
6	1134 m/(s^2)	0.4674	Stockton	football	1.2133	654 N	1.0015	0.6237	1134	236 m^2	597
1	673 m/(s^2)	1.2277	Anaheim	baseball	0.7656	1367 N	1.0879	-0.1	1187	138 m^2	1376
3	1332 m/(s^2)	1.2313	Fresno	track & field	0.7921	1410 N	0.9118	0.4659	899	436 m^2	1004
0	-273 m/(s^2)	1.0018	Irvine	ice hockey	0.8834	284 N	1.2394	0.7102	453	1192 m^2	871
6	783 m/(s^2)	0.9457	Anaheim	running	0.8063	383 N	0.8824	0.8766	927	565 m^2	938
0	361 m/(s^2)	0.487	San Jose	track & field	0.6578	-166 N	1.3178	0.4908	334	943 m^2	1031
0	670 m/(s^2)	0.6963	Oakland	ice hockey	1.3054	-471 N	1.0911	0.9346	378	1316 m^2	937
6	314 m/(s^2)	1.0481	Los Angeles	football	0.7944	775 N	1.2279	0.82	963	341 m^2	1119
6	411 m/(s^2)	0.8997	Stockton	running, tennis	0.8028	-37 N	0.432	0.7145	873	-394 m^2	939
5	392 m/(s^2)	0.3876	Bakersfield	volleyball	-0.0167	1078 N	-0.0005	0.2405	1124	799 m^2	1224
0	400 m/(s^2)	0.8706	Fremont	ice hockey	1.0844	576 N	1.0357	0.5401	452	1117 m^2	1157
0	631 m/(s^2)	0.2652	San Jose	track & field	0.9112	443 N	0.8802	0.5037	286	971 m^2	704
2	1057 m/(s^2)	1.0269	Riverside	golf	0.8328	889 N	0.9295	0.4786	1217	715 m^2	81
3	1396 m/(s^2)	1.303	sANTA aNA	BASEBALL	1.1583	1109 N	0.9053	0.6223	716	568 m^2	767
4	590 m/(s^2)	0.8675	San Francisco	soccer		943 N	0.0278	0.6364	1044	268 m^2	596
2	526 m/(s^2)	1.1354	Sacramento	golf	0.5888	844 N	1.0623	0.9916	1048	829 m^2	10
6	832 m/(s^2)	0.8659	Los Angeles	tennis	0.7322	501 N	1.0885	0.9137	911	-220 m^2	923
3	1231 m/(s^2)	1.126	Oakland	baseball	0.8338	1293 N	0.481	0.3706	533	849 m^2	1239
2	178 m/(s^2)	0.9584	San Diego	Golf	0.9697	1164 N	0.7219	0.7145	1159	796 m^2	107
3	None	1.0134	Oakland	motor sports	0.9336	564 N	0.818	0.9856	708	624 m^2	1181
2	689 m/(s^2)	0.7344	Moreno Valley	golf	0.5906	1030 N	0.7431	0.7185	795	812 m^2	144
4	871 m/(s^2)	1.7183	San Francisco	soccer	1.1342	1404 N	0.5498	0.7081	924	1363 m^2	615
5	1155 m/(s^2)	0.0503	Chula Vista	volleyball	-0.0042	684 N	0.0997	0.2529	1261	621 m^2	817
3	707 m/(s^2)	0.785	Fresno	motor sports	0.8116	1500 N	0.8979	N/A	1059	495 m^2	953
3	828 m/(s^2)	0.9281	Oakland	badminton	0.9169	1033 N	1.0145	0.451	1041	1061 m^2	809
4	795 m/(s^2)	0.7603	Long Beach	soccer	0.7542	1083 N	0.1627	0.923	902	695 m^2	518
6	876 m/(s^2)	0.9419	Long Beach	running	1.1163	605 N	1.0548	0.7785	1035	297 m^2	993
5	661 m/(s^2)	0.091	Bakersfield	volleyball	0.555	1450 N	0.0472	0.38	1331	491 m^2	1053
3	897 m/(s^2)	1.2348	oakland	baseball	0.8779	1024 N	0.5952	0.4796	992	415 m^2	1100
6	771 m/(s^2)	1.3901	Stockton	football	1.2194	327 N	0.8479	0.7411	806	387 m^2	1129
3	1358 m/(s^2)	0.704	Oakland	baseball, motor sports	0.8308	1193 N	1.0947	0.5617	1029	221 m^2	1279
4	1393 m/(s^2)	1.2023	San Francisco	soccer	0.8927	1145 N	0.765	0.7132	1393	915 m^2	754
6	1168 m/(s^2)	0.7865	Los Angeles	track & field	0.7138	592 N	0.8736	0.8677	980	2 m^2	754
2	577 m/(s^2)	1.0236	Moreno Valley	GOLF	0.5045	961 N	1.0347	0.9264	884	873 m^2	176
6	1272 m/(s^2)	0.4593	Modesto	football	1.5354	902 N	0.7592	0.9437	797	179 m^2	879
1	666 m/(s^2)	1.1971	Anaheim	basketball	1.1307	768 N	1.008	0.1384	963	977 m^2	1153
3	1404 m/(s^2)	1.0975	Fresno	motor sports	1.0485	1122 N	0.7995	0.5034	900	328 m^2	842
6	669 m/(s^2)	1.2971	Los Angeles	football, tennis	0.6839	264 N	1.0977	0.7204	752	331 m^2	862
2	397 m/(s^2)	1.0451	San Diego	golf	0.8177	997 N	0.9978	0.9734	1030	960 m^2	175
0	-334 m/(s^2)	0.7946	Moreno Valley	track & field	0.7136	348 N	1.244	0.32	351	1008 m^2	1131
2	751 m/(s^2)	0.821	None	golf	1.0013	1054 N	0.697	0.7828	1274	604 m^2	58
2	n/a	1.0436	San Diego	golf	0.4815	983 N	0.7574	0.8944	927	521 m^2	369
4	677 m/(s^2)	0.9055	San Francisco	soccer	1.043	531 N	0.244	1.1752	850	225 m^2	439
4	469 m/(s^2)	0.7048	San Francisco	soccer	1.0604	1181 N	0.3103	0.4275	1367	945 m^2	283
6	1295 m/(s^2)	1.4263	Long Beach	running	1.2353	781 N	1.0104	1.1674	1035	-12 m^2	852
6	894 m/(s^2)	1.0118	Modesto	football	1.253	304 N	0.7381	1.1317	778	309 m^2	1081
2	672 m/(s^2)	1.1199	San Diego	Golf	0.8834	1078 N	0.7636	0.6281	564	544 m^2	371
3	1095 m/(s^2)	0.5974	Oakland	badminton, motor sports	1.2507	1180 N	1.2273	0.5116	815	509 m^2	1115
0	169 m/(s^2)	0.6558	Bakersfield	ice hockey	1.1361	269 N	1.0191	0.8263	425	883 m^2	1336
3	1329 m/(s^2)	0.8299	Fresno	baseball	0.7385	938 N	0.8657	1.0253	619	347 m^2	935
6	87 m/(s^2)	1.2228	Bakersfield	running, tennis	0.8842		0.9233	0.8245	975	883 m^2	1107
1	869 m/(s^2)	1.206	Riverside	boxing	1.1966	482 N	0.9646	0.0379	898	1135 m^2	1000
3	922 m/(s^2)	1.2409	San Francisco	badminton, motor sports	1.1206	1185 N	0.7565	0.7888	878	468 m^2	959
0	333 m/(s^2)	0.864	Long Beach	ice hockey	1.2475	-268 N	0.9922	0.8178	399	685 m^2	1018
0	-42 m/(s^2)	1.0567	Irvine	ice hockey	0.857	243 N	0.8369	0.1661	215	323 m^2	926
3	980 m/(s^2)	1.2697	Fresno	BADMINTON, MOTOR SPORTS	1.0665	1080 N	1.198	0.6677	655	771 m^2	928
1	557 m/(s^2)	0.9182	Anaheim	boxing	0.8484	869 N	0.9488	0.0052	963	1310 m^2	1062
2	228 m/(s^2)	1.3583	Sacramento	golf	0.7594	820 N	1.0884	0.9195	1133	456 m^2	-149
0	437 m/(s^2)	1.1167	Fremont	n/a	1.0038	481 N	0.9809	0.5806	702	801 m^2	681
5	1379 m/(s^2)	0.1809	Chula Vista	volleyball	0.5592	1089 N	0.194	0.3365	915	271 m^2	894
3	864 m/(s^2)	0.903	Oakland	motor sports, baseball	0.7969	988 N	1.132	0.568	584	491 m^2	718
0	-90 m/(s^2)	1.0039	Modesto	ice hockey	0.6135	403 N	1.0722	0.5469	842	1052 m^2	1186
5	727 m/(s^2)	0.5864	Bakersfield	volleyball	0.5332	1151 N	-0.4142	0.3673	719	260 m^2	956
2	728 m/(s^2)	0.7764	Sacramento	golf	0.7892	1838 N	0.6098	0.5696	918	404 m^2	44
1	300 m/(s^2)	0.7215	Anaheim	boxing	0.925	1052 N	0.6946	0.2446	1213	668 m^2	1016
4	650 m/(s^2)	0.8224	San Francisco	soccer	0.9111	1146 N	0.3223	0.5514	944	1246 m^2	640
2	?	0.7464	RIVERSIDE	golf	0.6725	735 N	0.9688	0.748	664	773 m^2	126
0	-163 m/(s^2)	0.7986	Santa Clarita	track & field	1.0479		0.8315	0.5069	606	787 m^2	1231
4	665 m/(s^2)	0.8933	San Francisco	soccer	1.2031	1030 N	0.2926	0.4694	771	1288 m^2	711
3	1235 m/(s^2)	0.9198	Fresno	badminton	1.2797	952 N	0.8557	0.3675	768	571 m^2	1105
5	921 m/(s^2)	0.3579	Chula Vista	volleyball	0.0122	921 N	0.0565	0.2467	1022	117 m^2	783
6	1120 m/(s^2)	0.5735	Stockton	running, football	0.7056	480 N	1.0557	1.1404	1380	394 m^2	934
6	1079 m/(s^2)	0.9775	Santa Ana	running, football	1.1062	1344 N	1.0926	0.6557	903	626 m^2	949
2	1200 m/(s^2)	1.1359	Sacramento	golf	0.7495	975 N	0.3103	1.0393	1168	544 m^2	192
3	1542 m/(s^2)	0.7123	Oakland	baseball	1.1167	1257 N	0.7873	0.8545	811	764 m^2	909
1	724 m/(s^2)	1.1523	Santa Ana	boxing	1.1131	722 N	0.917	-0.2125	1227	803 m^2	1062
5	613 m/(s^2)	0.096	Bakersfield	volleyball	0.1638	1035 N	0.0396	0.4369	911	152 m^2	1067
5	967 m/(s^2)	0.4823	Bakersfield	volleyball	0.4245	1377 N	0.0647	0.4157	1228	321 m^2	1217
5	674 m/(s^2)	0.4706	Chula Vista	volleyball	0.047	683 N	0.056	0.2888	1029	877 m^2	1223
4	793 m/(s^2)	1.221	San Francisco	soccer	0.7279	821 N	0.5115	0.7792	837	904 m^2	656
6	977 m/(s^2)	0.9482	Stockton	football	0.8986	1007 N	1.0432	0.8064	596	-110 m^2	612
3	1151 m/(s^2)	0.8585	Oakland	baseball	0.814	1097 N	1.089	0.4861	806	360 m^2	925
6	930 m/(s^2)	0.9153	Long Beach	football, tennis	0.896	619 N	1.0202	0.8016	992	540 m^2	533
6	1024 m/(s^2)	0.7329	Stockton	golf	0.925	334 N	0.8264	1.0257	919	185 m^2	1364
5	824 m/(s^2)	0.761	Bakersfield	volleyball	0.0503	926 N	-0.2171	0.7789	814	87 m^2	1306
5	512 m/(s^2)	0.6336	Stockton	volleyball	0.2604	675 N	0.0225	0.2237	1509	437 m^2	1113
3	945 m/(s^2)	1.5599	Oakland	baseball, badminton	0.8445	1032 N	0.9623	0.8184	414	0 m^2	841
4	1741 m/(s^2)	1.0565	San Francisco	soccer	0.9544	696 N	0.4549	1.0105	1042	1190 m^2	132
0	100 m/(s^2)	0.7696	Chula Vista	ice hockey	0.6311	106 N	0.8705	0.6355	130	1354 m^2	904
6	765 m/(s^2)	0.7754	Stockton	football	0.9841	923 N	0.7079	0.7004	1133	-330 m^2	808
3	1095 m/(s^2)	1.3998	Fresno	baseball, motor sports	1.1095	565 N	0.931	1.1809	675	499 m^2	767
0	240 m/(s^2)	0.6069	Santa Clarita	track & field	0.7328	108 N	1.1905	0.4181	321	562 m^2	1033
1	404 m/(s^2)	1.0372	Fremont	boxing	0.9234	925 N	1.1265	-0.1355	866	959 m^2	666
5	376 m/(s^2)	0.6561	Chula Vista	volleyball	0.2427	1102 N	-0.0899	0.2818	1094	-64 m^2	621
2	885 m/(s^2)	0.8488	Riverside	golf	0.4284	677 N	0.8448	0.7694	1003	718 m^2	-39
5	1218 m/(s^2)	0.4416	Chula Vista	volleyball	0.4568	1222 N	-0.1071	0.1894	918	841 m^2	1358
4	1247 m/(s^2)	1.1265	San Francisco	soccer	0.8765	1210 N	0.2077	0.4861	779	1190 m^2	560
4	870 m/(s^2)	1.0396	San Francisco	soccer	0.6445	964 N	0.5172	0.7559	1189	947 m^2	287
1	792 m/(s^2)	0.9048	Anaheim	basketball	1.0983	1226 N	1.1484	-0.0805	1080	1360 m^2	1024
1	578 m/(s^2)	0.997	San Francisco	basketball	1.0955	958 N	0.8899	0.4676	1232	696 m^2	1047
2	308 m/(s^2)	1.2211	Moreno Valley	golf	0.7094	777 N	0.9229	0.7963	927	989 m^2	254
2	765 m/(s^2)	1.0614	San Diego	golf	1.0547	835 N	0.3937	0.8926	1034	136 m^2	92
5	530 m/(s^2)	0.4895	Chula Vista	volleyball	0.0813	1012 N	-0.0106	0.2999	878	904 m^2	636
4	967 m/(s^2)	1.2466	San Francisco	soccer	1.2283	379 N	0.0158	0.7492	1120	1057 m^2	735
6	990 m/(s^2)	0.9372	Bakersfield	tennis, football	0.8216	564 N	1.1086	0.9621	1156	905 m^2	891
4	752 m/(s^2)	0.9092	San Francisco	soccer	0.8368	1257 N	0.2251	0.6186	1228	914 m^2	364
2	644 m/(s^2)	1.4112	Moreno Valley	golf	0.4392	1592 N	0.896	0.6959	939	977 m^2	397
3	1036 m/(s^2)	0.9723	Oakland	motor sports	1.1761	788 N	0.8689	0.7405	269	390 m^2	993
0	-22 m/(s^2)	0.9581	Irvine	ice hockey	0.966	-72 N	1.0091	0.7056	249	1103 m^2	1348
0	197 m/(s^2)	0.7795	San Jose	ice hockey	1.2359	703 N	0.8892	0.5188	763	971 m^2	1160
1	357 m/(s^2)	1.4613	Santa Ana	basketball	0.5813	1074 N	0.9877	-0.2799	858	1321 m^2	1254
4	798 m/(s^2)	1.171	San Francisco	soccer	0.6054	893 N	0.6043	0.738	693	669 m^2	377
4	1169 m/(s^2)	1.2604	San Francisco	soccer	1.153	693 N	0.2182	0.5078	1049	1067 m^2	195
5	1027 m/(s^2)	0.9065	Chula Vista	volleyball	0.2116	874 N	0.1134	0.6851	928	166 m^2	897
6	978 m/(s^2)	0.965	Long Beach	tennis	1.0906	661 N	None	0.7162	1135	647 m^2	1073
3	n/a	1.0923	Fresno	badminton	0.9298	1373 N	1.0079	0.5862	792	None	1186
2	907 m/(s^2)	0.976	Sacramento	golf	0.905	1425 N	1.0253	1.1913	1103	320 m^2	161
3	633 m/(s^2)	0.9339	Fresno	motor sports	0.8764	1038 N	1.1976	0.8752	1169	480 m^2	987
1	1019 m/(s^2)	0.7034	Santa Ana	boxing	0.9083	1312 N	0.5608	0.2199	814	657 m^2	729
1	528 m/(s^2)	1.021	Anaheim	basketball	1.0892	384 N	0.8353	0.0434	959	854 m^2	871
2	419 m/(s^2)	0.9831	Moreno Valley	golf	0.5906	723 N	1.1946	0.7547	966	857 m^2	135
0	-537 m/(s^2)	1.3627	Fremont	ice hockey	1.1029	387 N	0.8563	0.4916	631	918 m^2	839
0	-307 m/(s^2)	0.832	Anaheim	track & field	0.9564	214 N	0.9092	0.8016	519	1010 m^2	785
4	806 m/(s^2)	1.381	San Francisco	badminton, baseball	1.0177	1008 N	0.3682	0.4833	834	1176 m^2	609
5	595 m/(s^2)	0.6723	Chula Vista	volleyball	0.2549	961 N	0.3049	0.3765	869	47 m^2	978
4	883 m/(s^2)	0.7958	Modesto	soccer	1.1249	582 N	0.5976	0.5853	949	692 m^2	606
0	658 m/(s^2)	0.9617	San Jose	ice hockey	0.835	394 N	0.8792	0.7568	365	912 m^2	934
1	651 m/(s^2)	0.5439	Santa Ana	basketball	0.7386	646 N	0.8921	0.0029	700	480 m^2	964
2	871 m/(s^2)	0.8925	Moreno Valley	golf	0.56	1000 N	1.0213	0.8009	551	547 m^2	154
4	988 m/(s^2)	1.0169	San Francisco	soccer	1.1764	945 N	0.6359	0.9451	836	1321 m^2	686
1	696 m/(s^2)	0.9204	San Francisco	basketball	0.907	811 N	0.9125	0.1413	745	953 m^2	1006
3	778 m/(s^2)	1.3042	Oakland	baseball, motor sports	0.9605	1343 N	0.9743	0.6534	406	490 m^2	722
5	342 m/(s^2)	0.5146	Bakersfield	volleyball	0.1755	772 N	-0.2112	0.2957	1112	1004 m^2	1223
6	1078 m/(s^2)	0.5675	Los Angeles	running, tennis	0.9674	n/a	0.9261	0.4475	930	450 m^2	935
2	562 m/(s^2)	1.001	Sacramento	golf	0.5843	1426 N	0.7816	0.7468	1287	433 m^2	150
5	954 m/(s^2)	0.1896	Bakersfield	volleyball	0.1457	1265 N	0.3154	0.1491	957	731 m^2	915
3	892 m/(s^2)	1.3614	Oakland	motor sports, badminton	1.1574	1361 N	1.045	0.7564	599	440 m^2	836
1	453 m/(s^2)	0.9398	Santa Clarita	basketball	0.9457	952 N	0.8625	0.2248	897	815 m^2	1183
1	440 m/(s^2)	1.3523	San Bernardino	basketball	1.0496	593 N	1.0421	0.0555	692	1188 m^2	1493
3	585 m/(s^2)	1.4544	Fresno	badminton	0.5355	923 N	0.9881	0.6307	798	573 m^2	772
4	964 m/(s^2)	1.356	San Francisco	soccer	0.9756	1314 N	0.333	0.8051	1114	798 m^2	535
6	1189 m/(s^2)	0.5208	Stockton	football, tennis	0.7811	763 N	0.5361	1.1281	1156	289 m^2	828
6	414 m/(s^2)	0.9373	Stockton	tennis, running	0.9656	934 N	1.3417	0.4667	873	379 m^2	860
4	725 m/(s^2)	1.5251	San Francisco	soccer	0.9624	1005 N	0.3889	0.7218	579	614 m^2	582
5	1058 m/(s^2)	0.3509	Bakersfield	volleyball	0.2678	1202 N	-0.0594	0.1611	1004	90 m^2	966
5	1089 m/(s^2)	0.1006	Chula Vista	VOLLEYBALL	0.2822	546 N	0.2932	0.4491	816	263 m^2	1113
3	768 m/(s^2)	1.1023	Fresno	motor sports, baseball	1.096	1139 N	1.1045	0.6668	864	547 m^2	1006
1	577 m/(s^2)	0.8362	San Bernardino	basketball	0.845	955 N	0.9791	-0.2775	980	979 m^2	967
1	530 m/(s^2)	0.9516	San Bernardino	boxing	0.4515	670 N	0.7362	0.0658	1207	1075 m^2	1250
4	963 m/(s^2)	0.923	San Francisco	soccer	0.9004	1061 N	0.9131	0.7736	1250	1411 m^2	509
5	397 m/(s^2)	0.2653	Bakersfield	volleyball	0.1193	1492 N	0.4575	0.2202	851	717 m^2	1052
6	1236 m/(s^2)	1.0439	Oakland	running	0.5534	548 N	0.8892	0.8597	846	136 m^2	620
4	584 m/(s^2)	1.243	San Francisco	soccer	1.0301	1303 N	0.5005	0.8089	975	552 m^2	333
0	-145 m/(s^2)	0.6693	Santa Clarita	track & field	1.2646	-389 N	1.0345	0.6176	547	561 m^2	968
3	715 m/(s^2)	1.139	Fresno	BADMINTON, MOTOR SPORTS	0.9906	1059 N	0.7343	0.6569	612	-142 m^2	1273
3	1200 m/(s^2)	0.4292	Los Angeles	baseball, badminton	0.8123	1231 N	0.904	0.7235	571	728 m^2	939
4	1034 m/(s^2)	1.0721	San Francisco	soccer	0.8318	976 N	0.4424	0.7036	946	859 m^2	493
6	875 m/(s^2)	0.8339	Stockton	basketball	1.0426	1046 N	0.7545	0.8676	932	401 m^2	936
0	383 m/(s^2)	1.2278	Irvine	track & field	1.0502	8 N	0.7967	0.4583	423	667 m^2	1130
3	1344 m/(s^2)	0.9728	Oakland	badminton	1.0685	1408 N	0.8358	0.6348	898	-58 m^2	965
0	174 m/(s^2)	1.255	Fremont	ice hockey	1.0924	200 N	1.0324	0.8395	452	800 m^2	1260
0	167 m/(s^2)	1.1622	Santa Clarita	ice hockey	0.9228	312 N	0.877	0.8289	502	717 m^2	996
5	521 m/(s^2)	0.7243	Chula Vista	volleyball	-0.0073	1038 N	0.1721	-0.0643	832	709 m^2	976
5	838 m/(s^2)	0.0732	San Bernardino	VOLLEYBALL	0.0742	1350 N	0.3108	0.078	971	708 m^2	1006
1	458 m/(s^2)	0.5424	Bakersfield	basketball	0.5275	1305 N	?	NULL	1286	968 m^2	1639
4	1261 m/(s^2)	0.9246	San Francisco	soccer	1.2558	1465 N	0.6707	0.7969	1088	1035 m^2	410
6	1030 m/(s^2)	0.87	Santa Ana	football, tennis	0.9589	777 N	1.3405	0.5621	1375	-252 m^2	590
5	775 m/(s^2)	0.5561	Bakersfield	volleyball	0.4587	1378 N	0.0918	0.3747	905	568 m^2	1098
5	713 m/(s^2)	0.4934	Moreno Valley	volleyball	0.5218	817 N	0.1711	0.6223	908	426 m^2	1064
1	732 m/(s^2)	0.8891	Santa Ana	basketball	1.2863	889 N	1.236	0.1235	1179	545 m^2	1147
2	415 m/(s^2)	1.2623	Sacramento	golf	0.9229	1034 N	0.8538	0.7581	723	167 m^2	254
1	N/A	0.9264	Santa Ana	basketball	1.1073	1410 N	1.2718	0.2942	1103	191 m^2	1248
0	-78 m/(s^2)	0.7145	Irvine	track & field	0.8199	881 N	None	0.4742	130	1099 m^2	1339
6	1105 m/(s^2)	1.1199	Long Beach	tennis	1.0298	383 N	0.994	0.5034	971	694 m^2	957
4	1425 m/(s^2)	0.9037	SAN FRANCISCO	soccer	1.1551	1217 N	0.7603	0.4802	1107	921 m^2	549
5	841 m/(s^2)	0.3732	Sacramento	volleyball	0.4294	1220 N	-0.2279	0.3658	1301	396 m^2	811
0	30 m/(s^2)	0.717	Fremont	track & field	1.026	-226 N	1.0351	0.6721	42	629 m^2	1139
0	-108 m/(s^2)	0.6226	IRVINE	track & field	0.8611	537 N	0.8087	0.8084	25	241 m^2	1164
0	272 m/(s^2)	0.7867	San Diego	track & field	0.6671	358 N	1.0291	0.5445	134	1148 m^2	975
2	581 m/(s^2)	0.9746	Moreno Valley	golf	0.6384	1300 N	1.2046	0.7137	785	858 m^2	162
5	1130 m/(s^2)	0.4557	Chula Vista	volleyball	0.1531	432 N	0.1374	0.2217	1049	157 m^2	806
6	865 m/(s^2)	1.2531	Long Beach	football, running	0.9854	1198 N	0.9234	0.7862	993	57 m^2	810
0	449 m/(s^2)	1.0166	Fremont	ICE HOCKEY	1.0428	465 N	1.169	0.4941	655	1277 m^2	1190
3	1321 m/(s^2)	1.1653	Oakland	motor sports, badminton	0.9387	1096 N	1.1721	0.4281	1174	350 m^2	795
3	990 m/(s^2)	1.1098	Fresno	motor sports	0.8407	788 N	0.7655	0.5519	1156	247 m^2	995
2	543 m/(s^2)	0.9699	San Francisco	golf	0.5692	304 N	0.7319	0.6693	786	n/a	89
4	620 m/(s^2)	1.159	San Francisco	soccer	1.0286	691 N	0.5126	0.7084	1068	n/a	538
4	1259 m/(s^2)	0.8169	San Francisco	soccer	0.8112	1683 N	0.6037	0.9599	850	794 m^2	547
2	584 m/(s^2)	1.331	San Diego	golf	0.2645	1233 N	0.7633	0.9085	965	1322 m^2	115
4	1025 m/(s^2)	1.0644	San Francisco	soccer	1.1103	1156 N	0.426	0.5621	?	863 m^2	1047
1	405 m/(s^2)	0.9893	San Bernardino	basketball	1.0931	817 N	0.9643	-0.0178	727	561 m^2	1041
1	905 m/(s^2)	0.9093	San Bernardino	basketball	0.7719	1193 N	0.8894	0.038	945	277 m^2	831
2	386 m/(s^2)	NULL	San Francisco	golf	0.6747	622 N	0.717	0.516	526	287 m^2	122
6	932 m/(s^2)	1.4029	San Francisco	football, tennis	0.9272	608 N	0.7992	0.9994	1293	367 m^2	1063
4	1035 m/(s^2)	0.7957	San Francisco	soccer	0.7426	1179 N	0.3571	0.5907	756	1391 m^2	473
2	867 m/(s^2)	0.8837	Moreno Valley	golf	0.5449	1228 N	0.5959	0.7546	1176	619 m^2	-19
0	410 m/(s^2)	0.8271	Fremont	track & field	1.0712	-114 N	1.2985	0.5682	489	778 m^2	972
0	81 m/(s^2)	0.7556	San Jose	ice hockey	1.2417	19 N	1.0456	0.9173	544	633 m^2	?
1	686 m/(s^2)	1.2918	Anaheim	basketball	0.8882	822 N	0.9444	-0.5085	975	546 m^2	1131
0	340 m/(s^2)	1.2457	San Francisco	ice hockey	0.7635	172 N	1.0955	0.8969	743	626 m^2	879
0	654 m/(s^2)	0.7445	Santa Clarita	track & field	0.8219	-77 N	0.9897	0.6238	144	769 m^2	991
3	1060 m/(s^2)	1.1828	Fresno	baseball	1.4168	847 N	0.9731	0.871	796	494 m^2	1017
4	-118 m/(s^2)	0.7864	San Francisco	soccer	1.0835	710 N	0.6863	N/A	1135	710 m^2	679
6	966 m/(s^2)	0.6533	Long Beach	football, running	1.0357	1405 N	1.0686	0.9538	1240	147 m^2	957
5	1001 m/(s^2)	0.5218	Bakersfield	volleyball	0.3349	1043 N	-0.2395	0.0678	1179	431 m^2	1193
1	517 m/(s^2)	0.9064	Santa Ana	boxing	1.1126	697 N	1.0907	0.2121	858	953 m^2	1145
5	952 m/(s^2)	0.7285	Bakersfield	volleyball	0.4256	1177 N	0.0237	0.3577	1050	1269 m^2	761
5	542 m/(s^2)	0.0267	Chula Vista	volleyball	0.3837	670 N	0.0724	0.3452	732	455 m^2	881
5	585 m/(s^2)	0.157	Chula Vista	volleyball	0.3984	1252 N	0.0649	0.3581	550	345 m^2	1088
6	814 m/(s^2)	1.0965	Anaheim	football	0.5091	1224 N	0.7931	0.6819	893	-62 m^2	967
2	155 m/(s^2)	0.8895	San Diego	golf	0.5642	1185 N	0.7118	0.6371	872	417 m^2	-210
3	819 m/(s^2)	0.6856	Fresno	baseball	0.8927	1147 N	0.9766	0.9772	993	626 m^2	1305
4	787 m/(s^2)	0.93	San Francisco	soccer	0.921	984 N	0.6785	0.8232	639	935 m^2	399
4	820 m/(s^2)		Anaheim	soccer	0.9941	1473 N	-0.0121	-0.0342	1014	1650 m^2	563
4	798 m/(s^2)	1.1559	San Francisco	soccer	1.1808	876 N	0.3123	1.0233	765	1086 m^2	474
5	741 m/(s^2)	0.5374	Chula Vista	volleyball	0.0537	949 N	0.0958	0.1718	965	874 m^2	863
2	625 m/(s^2)	0.7768	Moreno Valley	golf	0.815	968 N	1.0894	0.6055	1377	997 m^2	98
0	59 m/(s^2)	0.5461	Irvine	ice hockey	0.8861	-8 N	0.9295	0.5968	459	1191 m^2	1325
4	1302 m/(s^2)	1.2914	San Francisco	soccer	1.1254	794 N	0.7404	0.6396	853	1066 m^2	319
5	433 m/(s^2)	0.3986	Chula Vista	volleyball	0.3603	320 N	-0.0626	0.1155	1122	55 m^2	1034
0	273 m/(s^2)	1.062	Irvine	track & field	0.3529	-288 N	1.0817	?	299	653 m^2	979
0	311 m/(s^2)	0.7281	San Jose	ice hockey	1.1476	603 N	1.0567	0.5874	346	889 m^2	1112
1	836 m/(s^2)	0.6022	San Bernardino	basketball	1.2584	748 N	1.0209	0.0541	856	1182 m^2	909
1	-8 m/(s^2)	1.0503	San Francisco	boxing	0.8189	1047 N	0.6497	0.1488	1006	1189 m^2	1279
1	605 m/(s^2)	0.9724	Santa Ana	boxing	1.2209	721 N	1.0341	-0.0119	898	1062 m^2	846
4	828 m/(s^2)	1.1831	San Francisco	soccer	1.1165	1060 N	-0.0548	0.8244	867	681 m^2	520
